shipment_date,transit_wh_name,destination_wh_name,type,route,route 1,gmv,orders
2024-01-09,Подольск 4,Краснодар (Тихорецкая),box,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),-0.9650373597035174,-0.4189720141150789
2024-01-09,Подольск 4,Невинномысск,box,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.2701303080097879,-0.1920658924876183
2024-01-09,Подольск 4,Невинномысск,other,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.9993866646263688,-0.9775938123246194
2024-01-09,Тула,Невинномысск,box,Тула -> Невинномысск,Тула - Невинномысск,-0.49380295579081,-0.5295273707507484
2024-01-09,Тула,Невинномысск,other,Тула -> Невинномысск,Тула - Невинномысск,-0.8838264274764487,-0.9807125820798136
2024-01-10,Минск Щомыслицкий,Коледино,box,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,-0.0684989111493578,1.096429998718903
2024-01-10,Минск Щомыслицкий,Коледино,other,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,0.925781984951015,-0.1972893689525223
2024-01-10,Новосибирск,Электросталь,box,Новосибирск -> Электросталь,Новосибирск - Электросталь,-0.9472974368852578,-0.9267447968007726
2024-01-10,Новосибирск,Электросталь,other,Новосибирск -> Электросталь,Новосибирск - Электросталь,0.0941265701755394,-0.5273348460323415
2024-01-10,Обухово,Краснодар (Тихорецкая),box,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),0.0730115156918014,0.5565899957655189
2024-01-10,Обухово,Склад Казань,box,Обухово -> Склад Казань,Обухово - Склад Казань,0.1335913344073261,0.3841415076852094
2024-01-10,Обухово,Склад Казань,other,Обухово -> Склад Казань,Обухово - Склад Казань,-1.1106141152327191,-1.0021284494731688
2024-01-10,Подольск 4,Краснодар (Тихорецкая),box,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),-0.8401466524366962,-0.3739750197590442
2024-01-10,Подольск 4,Невинномысск,box,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.3980700196969073,-0.0410028309805027
2024-01-10,Подольск 4,Невинномысск,other,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.8074770970956896,-0.88695597542035
2024-01-10,Тула,Невинномысск,box,Тула -> Невинномысск,Тула - Невинномысск,0.6762674592661061,0.0118948828441298
2024-01-10,Тула,Невинномысск,other,Тула -> Невинномысск,Тула - Невинномысск,-0.9325793614371536,-0.9807125820798136
2024-01-11,Минск Щомыслицкий,Коледино,box,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,-0.3095367041433876,0.7267958936699244
2024-01-11,Минск Щомыслицкий,Коледино,other,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,0.4738361230872092,-0.012472316428033
2024-01-11,Новосибирск,Электросталь,box,Новосибирск -> Электросталь,Новосибирск - Электросталь,-0.1662294315896598,0.2714850555045207
2024-01-11,Новосибирск,Электросталь,other,Новосибирск -> Электросталь,Новосибирск - Электросталь,-0.8171194360026581,-0.9267447968007726
2024-01-11,Обухово,Краснодар (Тихорецкая),box,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),0.7837065184642885,1.520424100234007
2024-01-11,Обухово,Склад Казань,box,Обухово -> Склад Казань,Обухово - Склад Казань,0.9253584387237186,1.178710873373548
2024-01-11,Обухово,Склад Казань,other,Обухово -> Склад Казань,Обухово - Склад Казань,-0.8408912555205414,-0.8330711376245862
2024-01-11,Подольск 4,Краснодар (Тихорецкая),box,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),0.3559220440801691,0.9609358128033192
2024-01-11,Подольск 4,Невинномысск,box,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,0.2416285387386899,0.4726115781436903
2024-01-11,Подольск 4,Невинномысск,other,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.8202710682644015,-0.8265307508175038
2024-01-11,Тула,Невинномысск,box,Тула -> Невинномысск,Тула - Невинномысск,0.0424793177769432,0.463080094173195
2024-01-11,Тула,Невинномысск,other,Тула -> Невинномысск,Тула - Невинномысск,-0.8350734935157439,-0.7100014552823746
2024-01-12,Минск Щомыслицкий,Коледино,box,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,0.2026686059689257,2.297740840128084
2024-01-12,Минск Щомыслицкий,Коледино,other,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,0.4135766748387018,0.7267958936699244
2024-01-12,Новосибирск,Электросталь,box,Новосибирск -> Электросталь,Новосибирск - Электросталь,0.2243045710581391,1.070304957041383
2024-01-12,Новосибирск,Электросталь,other,Новосибирск -> Электросталь,Новосибирск - Электросталь,-0.4265854333548591,-0.5273348460323415
2024-01-12,Обухово,Краснодар (Тихорецкая),box,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),0.2878727955997626,0.896766738519103
2024-01-12,Обухово,Склад Казань,box,Обухово -> Склад Казань,Обухово - Склад Казань,1.5170085826084954,1.5168254970707136
2024-01-12,Обухово,Склад Казань,other,Обухово -> Склад Казань,Обухово - Склад Казань,-0.7625846188299092,-0.7992596752548696
2024-01-12,Подольск 4,Краснодар (Тихорецкая),box,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),0.8891092943346753,1.065928799634067
2024-01-12,Подольск 4,Невинномысск,box,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,0.1392767693889943,0.2913359043351516
2024-01-12,Подольск 4,Невинномысск,other,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.6411554719024343,-0.6754676893103883
2024-01-12,Тула,Невинномысск,box,Тула -> Невинномысск,Тула - Невинномысск,0.5787615913446964,1.1849764322996994
2024-01-12,Тула,Невинномысск,other,Тула -> Невинномысск,Тула - Невинномысск,-0.5425558897515148,-0.8904755398140006
2024-01-13,Минск Щомыслицкий,Коледино,box,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,-0.6710933936344323,-0.1048808426902777
2024-01-13,Минск Щомыслицкий,Коледино,other,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,0.1424091577204182,-1.0289661053127244
2024-01-13,Новосибирск,Электросталь,box,Новосибирск -> Электросталь,Новосибирск - Электросталь,-0.6869414351200585,-0.1279248952639103
2024-01-13,Обухово,Краснодар (Тихорецкая),box,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),-0.1253219734540089,0.726678367142311
2024-01-13,Обухово,Склад Казань,box,Обухово -> Склад Казань,Обухово - Склад Казань,0.5164237804504169,0.7898790561218079
2024-01-13,Обухово,Склад Казань,other,Обухово -> Склад Казань,Обухово - Склад Казань,-0.9801030540816654,-0.9006940623640192
2024-01-13,Подольск 4,Краснодар (Тихорецкая),box,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),0.2022104043671583,1.12592479210878
2024-01-13,Подольск 4,Невинномысск,box,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.0782207404791087,0.3517611289379978
2024-01-13,Подольск 4,Невинномысск,other,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.6795373854085701,-0.6452550770089651
2024-01-13,Тула,Невинномысск,box,Тула -> Невинномысск,Тула - Невинномысск,-0.0550265501444664,0.2826060096415689
2024-01-14,Минск Щомыслицкий,Коледино,box,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,-0.8217420142557009,-0.566923474001501
2024-01-14,Минск Щомыслицкий,Коледино,other,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,-0.8518717383799547,-1.121374631574969
2024-01-14,Новосибирск,Электросталь,box,Новосибирск -> Электросталь,Новосибирск - Электросталь,-0.8171194360026581,-0.9267447968007726
2024-01-14,Обухово,Краснодар (Тихорецкая),box,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),-0.6211556963185347,-0.5773324800797616
2024-01-14,Обухово,Склад Казань,box,Обухово -> Склад Казань,Обухово - Склад Казань,-0.2840440612760457,-0.0723132343059639
2024-01-14,Обухово,Склад Казань,other,Обухово -> Склад Казань,Обухово - Склад Казань,-0.9888037914917356,-1.0528456430277435
2024-01-14,Подольск 4,Краснодар (Тихорецкая),box,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),-0.9170024722932016,-0.0589960592668011
2024-01-14,Подольск 4,Невинномысск,box,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.474833846709179,-0.4941920155018495
2024-01-14,Тула,Невинномысск,box,Тула -> Невинномысск,Тула - Невинномысск,-0.1525324180658761,-0.5295273707507484
2024-01-15,Минск Щомыслицкий,Коледино,box,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,-0.2191475317706264,0.9116129461944136
2024-01-15,Минск Щомыслицкий,Коледино,other,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,-0.4601853247646562,-0.289697895214767
2024-01-15,Новосибирск,Электросталь,box,Новосибирск -> Электросталь,Новосибирск - Электросталь,0.4846605728233384,-0.1279248952639103
2024-01-15,Новосибирск,Электросталь,other,Новосибирск -> Электросталь,Новосибирск - Электросталь,-0.9472974368852578,-0.9267447968007726
2024-01-15,Обухово,Краснодар (Тихорецкая),box,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),-0.1418497642161597,0.1597171292196707
2024-01-15,Обухово,Склад Казань,box,Обухово -> Склад Казань,Обухово - Склад Казань,1.4561034207380037,1.178710873373548
2024-01-15,Обухово,Склад Казань,other,Обухово -> Склад Казань,Обухово - Склад Казань,-0.8147890432903308,-0.9175997935488774
2024-01-15,Подольск 4,Краснодар (Тихорецкая),box,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),0.3367080891160427,0.8409438278538933
2024-01-15,Подольск 4,Невинномысск,box,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,0.0625129423767226,0.5934620273493828
2024-01-15,Подольск 4,Невинномысск,other,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.8330650394331135,-0.9775938123246194
2024-01-15,Тула,Невинномысск,box,Тула -> Невинномысск,Тула - Невинномысск,-0.3962970878694003,-0.0783421594216832
2024-01-16,Минск Щомыслицкий,Коледино,box,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,-0.1588880835221189,0.7267958936699244
2024-01-16,Минск Щомыслицкий,Коледино,other,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,0.7450036402054927,-0.1972893689525223
2024-01-16,Новосибирск,Электросталь,box,Новосибирск -> Электросталь,Новосибирск - Электросталь,-0.0360514307070601,-0.1279248952639103
2024-01-16,Новосибирск,Электросталь,other,Новосибирск -> Электросталь,Новосибирск - Электросталь,-0.2964074324722595,-0.9267447968007726
2024-01-16,Обухово,Краснодар (Тихорецкая),box,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),0.7506509369399867,1.4070318526494794
2024-01-16,Обухово,Склад Казань,box,Обухово -> Склад Казань,Обухово - Склад Казань,1.534410057428636,1.483014034700997
2024-01-16,Обухово,Склад Казань,other,Обухово -> Склад Казань,Обухово - Склад Казань,-0.6059713454486448,-0.7654482128851531
2024-01-16,Подольск 4,Краснодар (Тихорецкая),box,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),1.6480605154176662,1.995866682992118
2024-01-16,Подольск 4,Невинномысск,box,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,1.2139703475607977,1.3487773348849608
2024-01-16,Подольск 4,Невинномысск,other,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.3596881061907715,-0.7358929139132344
2024-01-16,Тула,Невинномысск,box,Тула -> Невинномысск,Тула - Невинномысск,0.4325027894625819,-0.0783421594216832
2024-01-17,Минск Щомыслицкий,Коледино,box,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,0.052019985347657,1.8356982088168603
2024-01-17,Минск Щомыслицкий,Коледино,other,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,0.7751333643297464,0.541978841145435
2024-01-17,Новосибирск,Электросталь,box,Новосибирск -> Электросталь,Новосибирск - Электросталь,1.2657285781189365,1.070304957041383
2024-01-17,Новосибирск,Электросталь,other,Новосибирск -> Электросталь,Новосибирск - Электросталь,-0.9472974368852578,-0.9267447968007726
2024-01-17,Обухово,Краснодар (Тихорецкая),box,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),1.5770404750475298,2.427562080910232
2024-01-17,Обухово,Склад Казань,box,Обухово -> Склад Казань,Обухово - Склад Казань,2.021651352392569,2.108526088540753
2024-01-17,Обухово,Склад Казань,other,Обухово -> Склад Казань,Обухово - Склад Казань,-0.9453001044413843,-0.8668825999943027
2024-01-17,Подольск 4,Краснодар (Тихорецкая),box,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),2.8153082794883417,2.74581658892603
2024-01-17,Подольск 4,Невинномысск,box,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,2.0455784735270743,1.1977142733778452
2024-01-17,Подольск 4,Невинномысск,other,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.8842409241079613,-0.88695597542035
2024-01-17,Тула,Невинномысск,box,Тула -> Невинномысск,Тула - Невинномысск,2.7726436195764137,1.997109812692017
2024-01-18,Минск Щомыслицкий,Коледино,box,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,-0.0684989111493578,1.4660641037678817
2024-01-18,Минск Щомыслицкий,Коледино,other,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,-0.5505744971374174,-0.566923474001501
2024-01-18,Новосибирск,Электросталь,box,Новосибирск -> Электросталь,Новосибирск - Электросталь,-0.2964074324722595,-0.5273348460323415
2024-01-18,Обухово,Краснодар (Тихорецкая),box,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),10.303713997463184,1.4637279764417432
2024-01-18,Обухово,Склад Казань,box,Обухово -> Склад Казань,Обухово - Склад Казань,1.5953152192991276,1.668977077734438
2024-01-18,Обухово,Склад Казань,other,Обухово -> Склад Казань,Обухово - Склад Казань,-0.6668765073191366,-0.8161654064397279
2024-01-18,Подольск 4,Краснодар (Тихорецкая),box,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),2.0275361259591613,2.1458566641789005
2024-01-18,Подольск 4,Невинномысск,box,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,0.446332077438081,1.2581394979806917
2024-01-18,Подольск 4,Невинномысск,other,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.6539494430711462,-0.7358929139132344
2024-01-18,Тула,Невинномысск,box,Тула -> Невинномысск,Тула - Невинномысск,-0.0550265501444664,0.2826060096415689
2024-01-18,Тула,Невинномысск,other,Тула -> Невинномысск,Тула - Невинномысск,-0.9325793614371536,-0.9807125820798136
2024-01-19,Минск Щомыслицкий,Коледино,box,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,0.3533172265901943,2.1129237876035942
2024-01-19,Минск Щомыслицкий,Коледино,other,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,0.7751333643297464,0.541978841145435
2024-01-19,Новосибирск,Электросталь,box,Новосибирск -> Электросталь,Новосибирск - Электросталь,1.2657285781189365,3.866174612420401
2024-01-19,Новосибирск,Электросталь,other,Новосибирск -> Электросталь,Новосибирск - Электросталь,0.4846605728233384,-0.1279248952639103
2024-01-19,Обухово,Краснодар (Тихорецкая),box,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),1.444818148950323,2.711042699871552
2024-01-19,Обухово,Склад Казань,box,Обухово -> Склад Казань,Обухово - Склад Казань,2.3435786365651685,2.362112056313627
2024-01-19,Обухово,Склад Казань,other,Обухово -> Склад Казань,Обухово - Склад Казань,-0.5015624965278018,-0.7147310193305783
2024-01-19,Подольск 4,Краснодар (Тихорецкая),box,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),1.686488425345919,2.250849651009648
2024-01-19,Подольск 4,Невинномысск,box,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,0.3567742792570973,0.8955881503636139
2024-01-19,Подольск 4,Невинномысск,other,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,-0.9737987222889448,-0.9473812000231964
2024-01-19,Тула,Невинномысск,box,Тула -> Невинномысск,Тула - Невинномысск,2.138855478087251,1.726398685894578
2024-01-20,Минск Щомыслицкий,Коледино,box,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,-0.2794069800191339,1.096429998718903
2024-01-20,Минск Щомыслицкий,Коледино,other,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,-0.3095367041433876,-0.6593320002637457
2024-01-20,Новосибирск,Электросталь,box,Новосибирск -> Электросталь,Новосибирск - Электросталь,0.3544825719407388,1.469714907809814
2024-01-20,Новосибирск,Электросталь,other,Новосибирск -> Электросталь,Новосибирск - Электросталь,-0.4265854333548591,-0.1279248952639103
2024-01-20,Обухово,Краснодар (Тихорецкая),box,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),-0.0261552288811037,0.5565899957655189
2024-01-20,Обухово,Склад Казань,box,Обухово -> Склад Казань,Обухово - Склад Казань,0.7513436905223136,1.0265592927098235
2024-01-20,Обухово,Склад Казань,other,Обухово -> Склад Казань,Обухово - Склад Казань,-0.962701579261525,-0.8668825999943027
