,Unnamed: 0,shipment_date,transit_wh_name,destination_wh_name,type,gmv_x,orders_x,route,route 1,gmv_mean,orders_mean,gmv_std,orders_std,gmv,orders
14,26,2024-01-04,Минск Щомыслицкий,Коледино,other,36000.0,8,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-0.6108339453859248,-0.844149052788235
15,27,2024-01-04,Новосибирск,Электросталь,box,44000.0,1,Новосибирск -> Электросталь,Новосибирск - Электросталь,72837.06761565836,3.320284697508897,67599.74757898021,2.503693255704031,-0.42658543335485916,-0.9267447968007726
16,30,2024-01-04,Обухово,Краснодар (Тихорецкая),box,78000.0,6,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),510786.25,44.18292682926829,393277.00196236727,17.637890090405904,-1.1004616284209097,-2.164823946263154
17,31,2024-01-04,Обухово,Склад Казань,box,294500.0,12,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-0.9278986296212439,-0.9006940623640192
18,32,2024-01-04,Обухово,Склад Казань,other,47500.0,4,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-1.1541178022830703,-1.0359399118428854
19,33,2024-01-04,Подольск 4,Краснодар (Тихорецкая),box,412000.0,27,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),1559613.7163891993,134.93333333333334,832728.089030759,66.67111976997322,-1.378137391432234,-1.6188918636093383
20,34,2024-01-04,Подольск 4,Невинномысск,box,18000.0,2,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.9737987222889449,-0.9473812000231963
21,35,2024-01-04,Подольск 4,Невинномысск,other,18000.0,1,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.9737987222889449,-0.9775938123246194
22,37,2024-01-04,Тула,Невинномысск,box,6000.0,1,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,-0.9813322953978584,-0.9807125820798137
23,39,2024-01-05,Минск Щомыслицкий,Коледино,box,52000.0,24,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-0.36979615239189506,0.6343873674076796
24,40,2024-01-05,Минск Щомыслицкий,Коледино,other,78000.0,13,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,0.021890261223403363,-0.38210642147701174
25,43,2024-01-05,Обухово,Краснодар (Тихорецкая),box,240500.0,24,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),510786.25,44.18292682926829,393277.00196236727,17.637890090405904,-0.6872668593671382,-1.1442937180024018
26,44,2024-01-05,Обухово,Склад Казань,box,978500.0,46,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-0.30144553609618624,-0.325899202078838
27,45,2024-01-05,Обухово,Склад Казань,other,133000.0,4,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-1.075811165592438,-1.0359399118428854
28,46,2024-01-05,Подольск 4,Краснодар (Тихорецкая),box,548000.0,67,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),1559613.7163891993,134.93333333333334,832728.089030759,66.67111976997322,-1.2148187742371601,-1.0189319388622087
29,47,2024-01-05,Подольск 4,Невинномысск,box,90000.0,10,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.8202710682644015,-0.7056803016118113
30,49,2024-01-05,Тула,Невинномысск,box,12000.0,1,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,-0.9325793614371536,-0.9807125820798137
31,53,2024-01-06,Минск Щомыслицкий,Коледино,box,54000.0,19,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-0.3396664282676413,0.1723447360964563
32,54,2024-01-06,Минск Щомыслицкий,Коледино,other,24000.0,3,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-0.7916122901314472,-1.3061916840994585
33,55,2024-01-06,Новосибирск,Электросталь,box,17600.0,1,Новосибирск -> Электросталь,Новосибирск - Электросталь,72837.06761565836,3.320284697508897,67599.74757898021,2.503693255704031,-0.8171194360026581,-0.9267447968007726
34,58,2024-01-06,Обухово,Краснодар (Тихорецкая),box,130000.0,16,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),510786.25,44.18292682926829,393277.00196236727,17.637890090405904,-0.9682393023237028,-1.597862708340514
35,59,2024-01-06,Обухово,Склад Казань,box,760000.0,47,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-0.5015624965278018,-0.3089934708939797
36,60,2024-01-06,Обухово,Склад Казань,other,104500.0,4,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-1.1019133778226489,-1.0359399118428854
37,61,2024-01-06,Подольск 4,Краснодар (Тихорецкая),box,480000.0,47,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),1559613.7163891993,134.93333333333334,832728.089030759,66.67111976997322,-1.2964780828346971,-1.3189119012357735
38,62,2024-01-06,Подольск 4,Невинномысск,box,138000.0,17,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.717919298914706,-0.4941920155018495
39,65,2024-01-06,Тула,Невинномысск,box,6000.0,1,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,-0.9813322953978584,-0.9807125820798137
40,68,2024-01-07,Минск Щомыслицкий,Коледино,box,8000.0,4,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-1.032650083125477,-1.2137831578372138
41,71,2024-01-07,Обухово,Краснодар (Тихорецкая),box,84500.0,13,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),510786.25,44.18292682926829,393277.00196236727,17.637890090405904,-1.0839338376587588,-1.767951079717306
42,72,2024-01-07,Обухово,Склад Казань,box,361000.0,35,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-0.8669934677507523,-0.511862245112279
43,73,2024-01-07,Подольск 4,Краснодар (Тихорецкая),box,308000.0,46,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),1559613.7163891993,134.93333333333334,832728.089030759,66.67111976997322,-1.5030280986990552,-1.3339108993544517
44,74,2024-01-07,Подольск 4,Невинномысск,box,120000.0,7,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.7563012124208418,-0.7963181385160807
45,75,2024-01-07,Подольск 4,Невинномысск,other,6000.0,1,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.9993866646263688,-0.9775938123246194
46,78,2024-01-07,Тула,Невинномысск,box,18000.0,2,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,-0.8838264274764487,-0.8904755398140006
47,81,2024-01-08,Минск Щомыслицкий,Коледино,box,42000.0,18,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-0.5204447730131637,0.07993620983421164
48,82,2024-01-08,Минск Щомыслицкий,Коледино,other,28000.0,7,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-0.7313528418829397,-0.9365575790504798
49,83,2024-01-08,Новосибирск,Электросталь,box,8800.0,1,Новосибирск -> Электросталь,Новосибирск - Электросталь,72837.06761565836,3.320284697508897,67599.74757898021,2.503693255704031,-0.9472974368852578,-0.9267447968007726
50,84,2024-01-08,Новосибирск,Электросталь,other,8800.0,1,Новосибирск -> Электросталь,Новосибирск - Электросталь,72837.06761565836,3.320284697508897,67599.74757898021,2.503693255704031,-0.9472974368852578,-0.9267447968007726
51,87,2024-01-08,Обухово,Краснодар (Тихорецкая),box,325000.0,25,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),510786.25,44.18292682926829,393277.00196236727,17.637890090405904,-0.472405579459177,-1.0875975942101377
52,88,2024-01-08,Обухово,Склад Казань,box,1016500.0,63,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-0.2666425864559052,-0.0385017719362474
53,89,2024-01-08,Обухово,Склад Казань,other,57000.0,2,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-1.1454170648730002,-1.069751374212602
54,90,2024-01-08,Подольск 4,Краснодар (Тихорецкая),box,680000.0,73,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),1559613.7163891993,134.93333333333334,832728.089030759,66.67111976997322,-1.0563036457831176,-0.9289379501501391
55,91,2024-01-08,Подольск 4,Невинномысск,box,150000.0,17,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.6923313565772821,-0.4941920155018495
56,92,2024-01-08,Подольск 4,Невинномысск,other,72000.0,4,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.8586529817705374,-0.88695597542035
57,95,2024-01-08,Тула,Невинномысск,box,48000.0,8,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,-0.6400617576729245,-0.34905328621912235
58,99,2024-01-09,Минск Щомыслицкий,Коледино,box,62000.0,22,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-0.21914753177062643,0.4495703148831903
59,100,2024-01-09,Минск Щомыслицкий,Коледино,other,28000.0,11,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-0.7313528418829397,-0.566923474001501
60,101,2024-01-09,Новосибирск,Электросталь,box,8800.0,1,Новосибирск -> Электросталь,Новосибирск - Электросталь,72837.06761565836,3.320284697508897,67599.74757898021,2.503693255704031,-0.9472974368852578,-0.9267447968007726
61,102,2024-01-09,Новосибирск,Электросталь,other,17600.0,1,Новосибирск -> Электросталь,Новосибирск - Электросталь,72837.06761565836,3.320284697508897,67599.74757898021,2.503693255704031,-0.8171194360026581,-0.9267447968007726
62,105,2024-01-09,Обухово,Краснодар (Тихорецкая),box,227500.0,27,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),510786.25,44.18292682926829,393277.00196236727,17.637890090405904,-0.7203224408914399,-0.9742053466256096
63,106,2024-01-09,Обухово,Склад Казань,box,1273000.0,80,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-0.03172267638400857,0.2488956582063432
64,107,2024-01-09,Обухово,Склад Казань,other,180500.0,8,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-1.032307478542087,-0.9683169871034523
65,108,2024-01-09,Подольск 4,Краснодар (Тихорецкая),box,756000.0,107,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),1559613.7163891993,134.93333333333334,832728.089030759,66.67111976997322,-0.9650373597035174,-0.41897201411507895
66,109,2024-01-09,Подольск 4,Невинномысск,box,348000.0,27,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.27013030800978793,-0.1920658924876183
67,110,2024-01-09,Подольск 4,Невинномысск,other,6000.0,1,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.9993866646263688,-0.9775938123246194
68,115,2024-01-09,Тула,Невинномысск,box,66000.0,6,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,-0.49380295579081,-0.5295273707507484
69,116,2024-01-09,Тула,Невинномысск,other,18000.0,1,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,-0.8838264274764487,-0.9807125820798137
70,120,2024-01-10,Минск Щомыслицкий,Коледино,box,72000.0,29,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-0.06849891114935781,1.096429998718903
71,121,2024-01-10,Минск Щомыслицкий,Коледино,other,138000.0,15,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,0.925781984951015,-0.19728936895252236
72,122,2024-01-10,Новосибирск,Электросталь,box,8800.0,1,Новосибирск -> Электросталь,Новосибирск - Электросталь,72837.06761565836,3.320284697508897,67599.74757898021,2.503693255704031,-0.9472974368852578,-0.9267447968007726
73,123,2024-01-10,Новосибирск,Электросталь,other,79200.0,2,Новосибирск -> Электросталь,Новосибирск - Электросталь,72837.06761565836,3.320284697508897,67599.74757898021,2.503693255704031,0.09412657017553946,-0.5273348460323415
74,126,2024-01-10,Обухово,Краснодар (Тихорецкая),box,539500.0,54,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),510786.25,44.18292682926829,393277.00196236727,17.637890090405904,0.07301151569180143,0.5565899957655189
75,127,2024-01-10,Обухово,Склад Казань,box,1453500.0,88,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,0.13359133440732612,0.3841415076852094
76,128,2024-01-10,Обухово,Склад Казань,other,95000.0,6,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-1.1106141152327191,-1.0021284494731688
77,129,2024-01-10,Подольск 4,Краснодар (Тихорецкая),box,860000.0,110,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),1559613.7163891993,134.93333333333334,832728.089030759,66.67111976997322,-0.8401466524366962,-0.37397501975904424
78,130,2024-01-10,Подольск 4,Невинномысск,box,288000.0,32,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.39807001969690736,-0.04100283098050271
79,131,2024-01-10,Подольск 4,Невинномысск,other,96000.0,4,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.8074770970956896,-0.88695597542035
80,135,2024-01-10,Тула,Невинномысск,box,210000.0,12,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,0.6762674592661061,0.011894882844129822
81,136,2024-01-10,Тула,Невинномысск,other,12000.0,1,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,-0.9325793614371536,-0.9807125820798137
82,140,2024-01-11,Минск Щомыслицкий,Коледино,box,56000.0,25,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-0.30953670414338763,0.7267958936699244
83,141,2024-01-11,Минск Щомыслицкий,Коледино,other,108000.0,17,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,0.47383612308720924,-0.012472316428033033
84,142,2024-01-11,Новосибирск,Электросталь,box,61600.0,4,Новосибирск -> Электросталь,Новосибирск - Электросталь,72837.06761565836,3.320284697508897,67599.74757898021,2.503693255704031,-0.16622943158965986,0.27148505550452073
85,143,2024-01-11,Новосибирск,Электросталь,other,17600.0,1,Новосибирск -> Электросталь,Новосибирск - Электросталь,72837.06761565836,3.320284697508897,67599.74757898021,2.503693255704031,-0.8171194360026581,-0.9267447968007726
86,146,2024-01-11,Обухово,Краснодар (Тихорецкая),box,819000.0,71,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),510786.25,44.18292682926829,393277.00196236727,17.637890090405904,0.7837065184642885,1.5204241002340073
87,147,2024-01-11,Обухово,Склад Казань,box,2318000.0,135,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,0.9253584387237186,1.178710873373548
88,148,2024-01-11,Обухово,Склад Казань,other,389500.0,16,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-0.8408912555205414,-0.8330711376245862
89,149,2024-01-11,Подольск 4,Краснодар (Тихорецкая),box,1856000.0,199,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),1559613.7163891993,134.93333333333334,832728.089030759,66.67111976997322,0.3559220440801691,0.9609358128033193
90,150,2024-01-11,Подольск 4,Невинномысск,box,588000.0,49,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,0.2416285387386899,0.4726115781436903
91,151,2024-01-11,Подольск 4,Невинномысск,other,90000.0,6,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.8202710682644015,-0.8265307508175038
92,156,2024-01-11,Тула,Невинномысск,box,132000.0,17,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,0.04247931777694321,0.46308009417319507
93,157,2024-01-11,Тула,Невинномысск,other,24000.0,4,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,-0.8350734935157439,-0.7100014552823746
94,161,2024-01-12,Минск Щомыслицкий,Коледино,box,90000.0,42,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,0.20266860596892572,2.2977408401280837
95,162,2024-01-12,Минск Щомыслицкий,Коледино,other,104000.0,25,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,0.4135766748387018,0.7267958936699244
96,163,2024-01-12,Новосибирск,Электросталь,box,88000.0,6,Новосибирск -> Электросталь,Новосибирск - Электросталь,72837.06761565836,3.320284697508897,67599.74757898021,2.503693255704031,0.2243045710581391,1.070304957041383
97,164,2024-01-12,Новосибирск,Электросталь,other,44000.0,2,Новосибирск -> Электросталь,Новосибирск - Электросталь,72837.06761565836,3.320284697508897,67599.74757898021,2.503693255704031,-0.42658543335485916,-0.5273348460323415
98,167,2024-01-12,Обухово,Краснодар (Тихорецкая),box,624000.0,60,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),510786.25,44.18292682926829,393277.00196236727,17.637890090405904,0.28787279559976264,0.896766738519103
99,168,2024-01-12,Обухово,Склад Казань,box,2964000.0,155,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,1.5170085826084954,1.5168254970707136
100,169,2024-01-12,Обухово,Склад Казань,other,475000.0,18,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-0.7625846188299092,-0.7992596752548696
101,170,2024-01-12,Подольск 4,Краснодар (Тихорецкая),box,2300000.0,206,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),1559613.7163891993,134.93333333333334,832728.089030759,66.67111976997322,0.8891092943346753,1.065928799634067
102,171,2024-01-12,Подольск 4,Невинномысск,box,540000.0,43,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,0.13927676938899433,0.2913359043351516
103,172,2024-01-12,Подольск 4,Невинномысск,other,174000.0,11,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.6411554719024343,-0.6754676893103883
104,176,2024-01-12,Тула,Невинномысск,box,198000.0,25,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,0.5787615913446964,1.1849764322996994
105,177,2024-01-12,Тула,Невинномысск,other,60000.0,2,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,-0.5425558897515148,-0.8904755398140006
106,179,2024-01-13,Минск Щомыслицкий,Коледино,box,32000.0,16,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-0.6710933936344323,-0.1048808426902777
107,180,2024-01-13,Минск Щомыслицкий,Коледино,other,86000.0,6,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,0.14240915772041826,-1.0289661053127244
108,181,2024-01-13,Новосибирск,Электросталь,box,26400.0,3,Новосибирск -> Электросталь,Новосибирск - Электросталь,72837.06761565836,3.320284697508897,67599.74757898021,2.503693255704031,-0.6869414351200585,-0.12792489526391035
109,184,2024-01-13,Обухово,Краснодар (Тихорецкая),box,461500.0,57,Обухово -> Краснодар (Тихорецкая),Обухово - Краснодар (Тихорецкая),510786.25,44.18292682926829,393277.00196236727,17.637890090405904,-0.12532197345400892,0.726678367142311
110,185,2024-01-13,Обухово,Склад Казань,box,1871500.0,112,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,0.5164237804504169,0.7898790561218079
111,186,2024-01-13,Обухово,Склад Казань,other,237500.0,12,Обухово -> Склад Казань,Обухово - Склад Казань,1307636.768292683,65.27743902439025,1091861.4770518974,59.15153796457243,-0.9801030540816654,-0.9006940623640192
112,187,2024-01-13,Подольск 4,Краснодар (Тихорецкая),box,1728000.0,210,Подольск 4 -> Краснодар (Тихорецкая),Подольск 4 - Краснодар (Тихорецкая),1559613.7163891993,134.93333333333334,832728.089030759,66.67111976997322,0.2022104043671583,1.12592479210878
113,188,2024-01-13,Подольск 4,Невинномысск,box,438000.0,45,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.07822074047910875,0.3517611289379978
114,189,2024-01-13,Подольск 4,Невинномысск,other,156000.0,12,Подольск 4 -> Невинномысск,Подольск 4 - Невинномысск,474683.25,33.357142857142854,468970.88643385307,33.098759882901504,-0.6795373854085701,-0.6452550770089651
115,192,2024-01-13,Тула,Невинномысск,box,120000.0,15,Тула -> Невинномысск,Тула - Невинномысск,126772.09090909091,11.868181818181819,123069.51628462067,11.081923508244875,-0.05502655014446647,0.28260600964156896
116,194,2024-01-14,Минск Щомыслицкий,Коледино,box,22000.0,11,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-0.8217420142557009,-0.566923474001501
117,195,2024-01-14,Минск Щомыслицкий,Коледино,other,20000.0,5,Минск Щомыслицкий -> Коледино,Минск Щомыслицкий - Коледино,76546.93251533742,17.134969325153374,66379.63201229734,10.821512261348223,-0.8518717383799547,-1.121374631574969
